year,artist,title,album_length,tracks,subgenre,style
2003,Against Me!,As the Eternal Cowboy,25.15,11,punk,Punk
2005,Against Me!,Searching for a Former Clarity,47.03,14,punk,Punk
2009,Against Me!,The Original Cowboy,22.34,8,punk,Punk
2010,Against Me!,White Crosses,36.07,10,punk,Punk
1999,Agalloch,Pale Folklore,62.1,8,metal,Doom Metal
1999,Agalloch,Pale Folklore,62.1,8,roots,Folk Rock
2002,Agalloch,The Mantle,68.55,9,classic,Prog Rock
2002,Agalloch,The Mantle,68.55,9,metal,Black Metal
2002,Agalloch,The Mantle,68.55,9,metal,Doom Metal
2002,Agalloch,The Mantle,68.55,9,roots,Folk Rock
2006,Agalloch,Ashes Against the Grain,59.82,8,classic,Prog Rock
2006,Agalloch,Ashes Against the Grain,59.82,8,metal,Black Metal
2006,Agalloch,Ashes Against the Grain,59.82,8,roots,Folk Rock
2010,Agalloch,Marrow of the Spirit,65.55,6,metal,Progressive Metal
2009,Age Sixteen,"Open Up Finders, Please",20.25,9,indie,Emo
2009,Age Sixteen,"Open Up Finders, Please",20.25,9,punk,Hardcore
1981,Agent Orange,Living in Darkness,19.88,8,punk,Punk
1986,Agent Orange,This Is the Voice,34.65,10,punk,Punk
1985,Agent Steel,Skeptics Apocalypse ,30.63,9,metal,Heavy Metal
1985,Agent Steel,Skeptics Apocalypse ,30.63,9,metal,Speed Metal
1985,Agent Steel,Skeptics Apocalypse ,30.63,9,metal,Thrash
1986,Agent Steel,Unstoppable Force,39.08,9,metal,Heavy Metal
1986,Agent Steel,Unstoppable Force,39.08,9,metal,Speed Metal
1986,Agent Steel,Unstoppable Force,39.08,9,metal,Thrash
1999,Agent Steel,Omega Conspiracy,51.47,10,classic,Prog Rock
1999,Agent Steel,Omega Conspiracy,51.47,10,metal,Heavy Metal
1999,Agent Steel,Omega Conspiracy,51.47,10,metal,Thrash
2003,Agent Steel,Order Of The Illuminati,53.63,11,metal,Speed Metal
2003,Agent Steel,Order Of The Illuminati,53.63,11,metal,Thrash
2000,Agents of Oblivion,Agents of Oblivion,61.72,13,classic,Psychedelic Rock
2000,Agents of Oblivion,Agents of Oblivion,61.72,13,metal,Stoner Rock
1999,Aghora,Aghora,55.52,9,metal,Progressive Metal
2006,Aghora,Formless,70.82,13,classic,Prog Rock
2006,Aghora,Formless,70.82,13,metal,Heavy Metal
1984,Agnostic Front,Victim in Pain,15.46,11,punk,Hardcore
1984,Agnostic Front,Victim in Pain,15.46,11,punk,Punk
1986,Agnostic Front,Cause For Alarm,23.8,10,punk,Hardcore
1987,Agnostic Front,Liberty and Justice For...,25.83,11,punk,Hardcore
1987,Agnostic Front,Liberty and Justice For...,25.83,11,punk,Punk
1992,Agnostic Front,One Voice,35.62,12,punk,Hardcore
1992,Agnostic Front,One Voice,35.62,12,punk,Punk
1998,Agnostic Front,Something's Gotta Give,32.85,15,punk,Hardcore
1998,Agnostic Front,Something's Gotta Give,32.85,15,punk,Punk
2004,Agnostic Front,Another Voice,32.52,15,punk,Hardcore
2004,Agnostic Front,Another Voice,32.52,15,punk,Punk
2007,Agnostic Front,Warriors,32.35,14,punk,Hardcore
2007,Agnostic Front,Warriors,32.35,14,punk,Punk
2002,Agoraphobic Nosebleed,Frozen Corpse Stuffed With Dope,33.65,40,punk,Hardcore
2008,Agraceful,The Great I Am,31.97,10,punk,Hardcore
2004,Aiden,Our Gangs Dark Oath,44.96,11,punk,Hardcore
2004,Aiden,Our Gangs Dark Oath,44.96,11,punk,Punk
2005,Aiden,Nightmare Anatomy,40.15,11,punk,Hardcore
2005,Aiden,Nightmare Anatomy,40.15,11,punk,Punk
2007,Aiden,Conviction,37.27,11,indie,Alternative Rock
2009,Aiden,Knives,34.98,10,punk,Hardcore
2009,Aiden,Knives,34.98,10,punk,Punk
2010,Aiden,From Hell... With Love,90.6,42,indie,Alternative Rock
2010,Aiden,From Hell... With Love,90.6,42,punk,Hardcore
2010,Aiden,From Hell... With Love,90.6,42,punk,Punk
1993,Aimee Mann,Whatever,52.55,13,indie,Alternative Rock
1993,Aimee Mann,Whatever,52.55,13,indie,Indie Rock
1993,Aimee Mann,Whatever,52.55,13,indie,Pop Rock
2002,Aimee Mann,Lost in Space,43.06,11,indie,Alternative Rock
2007,Airiel,The Battle Of Sealand,63.45,11,indie,Shoegaze
2010,Airs,Rainclouds over the Remains of Hope,45.9,10,indie,Alternative Rock
2010,Airs,Rainclouds over the Remains of Hope,45.9,10,indie,Post Rock
2010,Airs,Rainclouds over the Remains of Hope,45.9,10,indie,Shoegaze
2010,Airs,Rainclouds over the Remains of Hope,45.9,10,metal,Black Metal
2000,Aix Em Klemm,Aix Em Klemm,41.48,6,classic,Space Rock
2001,Akercocke,The Goat of Mendes,61.1,13,metal,Black Metal
2001,Akercocke,The Goat of Mendes,61.1,13,metal,Death Metal
2003,Akercocke,Choronzon,51.43,12,metal,Black Metal
2003,Akercocke,Choronzon,51.43,12,metal,Death Metal
2007,Akercocke,Antichrist,52.62,12,metal,Black Metal
2007,Akercocke,Antichrist,52.62,12,metal,Death Metal
2006,Akimbo,Forging Steel and Laying Stone,38.85,12,metal,Stoner Rock
2006,Akimbo,Forging Steel and Laying Stone,38.85,12,punk,Hardcore
2008,Akimbo,Jersey Shores,46.92,6,indie,Post Rock
2008,Akimbo,Jersey Shores,46.92,6,metal,Stoner Rock
2008,Akimbo,Jersey Shores,46.92,6,punk,Hardcore
2006,Akissforjersey,Keep Your Head Above the Water,39.5,10,punk,Hardcore
2008,Akissforjersey,Victims,35.62,11,indie,Emo
2008,Akissforjersey,Victims,35.62,11,punk,Hardcore
2005,Akron/Family,Akron/Family,60.87,17,roots,Folk Rock
2006,Akron/Family,Meek Warrior,35.45,7,indie,Post Rock
2006,Akron/Family,Meek Warrior,35.45,7,roots,Folk Rock
2007,Akron/Family,Love Is Simple,56.42,11,classic,Art Rock
2007,Akron/Family,Love Is Simple,56.42,11,roots,Folk Rock
2009,Akron/Family,"Set 'Em Wild, Set 'Em Free",49.78,11,indie,Alternative Rock
1976,Al Stewart,Year of the Cat,38.57,9,indie,Pop Rock
1992,Alan Jackson,A Lot About Livin' (And a Little 'Bout Love),31.27,10,roots,Country Rock
1983,Alcatrazz,No Parole from Rock 'n' Roll,41.47,10,metal,Heavy Metal
1985,Alcatrazz,Disturbing the Peace,40.8,11,metal,Hard Rock
1985,Alcatrazz,Disturbing the Peace,40.8,11,metal,Heavy Metal
2007,Aldebaran,Dwellers In Twilight,43.52,3,metal,Doom Metal
2008,Alesana,Where Myth Fades to Legend,51.42,18,indie,Emo
2008,Alesana,Where Myth Fades to Legend,51.42,18,punk,Hardcore
2010,Alesana,The Emptiness,49.88,11,indie,Emo
2010,Alesana,The Emptiness,49.88,11,punk,Hardcore
2006,Alexi Murdoch,Time Without Consequence,59.58,11,roots,Folk Rock
2008,Algernon Cadwallader,Some Kind Of Cadwallader,38.67,10,indie,Emo
2008,Algernon Cadwallader,Some Kind Of Cadwallader,38.67,10,indie,Indie Rock
1969,Alice Cooper,Pretties For You,36.17,13,classic,Psychedelic Rock
1969,Alice Cooper,Pretties For You,36.17,13,metal,Hard Rock
1970,Alice Cooper,Easy Action,34.18,9,classic,Psychedelic Rock
1971,Alice Cooper,Killer,36.58,8,metal,Hard Rock
1971,Alice Cooper,Love It To Death,37.38,9,classic,Classic Rock
1972,Alice Cooper,School's Out,35.98,9,metal,Hard Rock
1973,Alice Cooper,Billion Dollar Babies,40.85,10,metal,Hard Rock
1973,Alice Cooper,Muscle of Love,39.05,9,metal,Hard Rock
1975,Alice Cooper,Welcome to My Nightmare,43.48,11,indie,Pop Rock
1975,Alice Cooper,Welcome to My Nightmare,43.48,11,metal,Hard Rock
1975,Alice Cooper,Welcome to My Nightmare,43.48,11,metal,Heavy Metal
1976,Alice Cooper,Alice Cooper Goes to Hell,42.88,11,classic,Classic Rock
1976,Alice Cooper,Alice Cooper Goes to Hell,42.88,11,metal,Hard Rock
1977,Alice Cooper,Lace and Whiskey,41.5,10,metal,Hard Rock
1978,Alice Cooper,From the Inside,39.05,10,indie,Pop Rock
1978,Alice Cooper,From the Inside,39.05,10,metal,Hard Rock
1980,Alice Cooper,Flush The Fashion,28.63,10,classic,Classic Rock
1980,Alice Cooper,Flush The Fashion,28.63,10,metal,Hard Rock
1981,Alice Cooper,Special Forces,34.85,10,metal,Hard Rock
1982,Alice Cooper,Zipper Catches Skin,32.27,10,metal,Hard Rock
1983,Alice Cooper,DaDa,43.12,9,classic,Classic Rock
1986,Alice Cooper,Constrictor,37.05,10,metal,Hard Rock
1986,Alice Cooper,Constrictor,37.05,10,metal,Heavy Metal
1987,Alice Cooper,Raise Your Fist and Yell,36.92,10,metal,Hard Rock
1989,Alice Cooper,Trash,40.15,10,metal,Hard Rock
1991,Alice Cooper,Hey Stoopid,56.3,12,metal,Hard Rock
1991,Alice Cooper,Hey Stoopid,56.3,12,metal,Heavy Metal
1994,Alice Cooper,The Last Temptation,50.88,10,metal,Hard Rock
2000,Alice Cooper,Brutal Planet,48.08,11,metal,Hard Rock
2000,Alice Cooper,Brutal Planet,48.08,11,metal,Heavy Metal
2001,Alice Cooper,Dragontown,50.8,12,indie,Alternative Rock
2001,Alice Cooper,Dragontown,50.8,12,metal,Hard Rock
2003,Alice Cooper,The Eyes Of Alice Cooper,44.32,13,metal,Hard Rock
2003,Alice Cooper,The Eyes Of Alice Cooper,44.32,13,punk,Garage Rock
2005,Alice Cooper,Dirty Diamonds,46.73,14,metal,Hard Rock
2005,Alice Cooper,Dirty Diamonds,46.73,14,metal,Heavy Metal
2008,Alice Cooper,Along Came a Spider,56.61,11,classic,Classic Rock
2008,Alice Cooper,Along Came a Spider,56.61,11,metal,Hard Rock
1990,Alice in Chains,Facelift,54.03,12,indie,Alternative Rock
1990,Alice in Chains,Facelift,54.03,12,metal,Heavy Metal
1990,Alice in Chains,Facelift,54.03,12,punk,Grunge
1992,Alice in Chains,Dirt,57.47,13,metal,Hard Rock
1992,Alice in Chains,Dirt,57.47,13,metal,Heavy Metal
1992,Alice in Chains,Dirt,57.47,13,punk,Grunge
1995,Alice in Chains,Alice in Chains,64.8,12,metal,Hard Rock
2000,Alice in Chains,Live,66.32,14,indie,Alternative Rock
2000,Alice in Chains,Live,66.32,14,metal,Hard Rock
2000,Alice in Chains,Live,66.32,14,punk,Grunge
2009,Alice in Chains,Black Gives Way to Blue,54.3,11,metal,Hard Rock
2009,Alice in Chains,Black Gives Way to Blue,54.3,11,punk,Grunge
2001,Alien Ant Farm,ANThology,55.13,14,indie,Alternative Rock
2003,Alien Ant Farm,TruANT,40.75,12,indie,Alternative Rock
2003,Alien Ant Farm,TruANT,40.75,12,metal,Hard Rock
2006,Alien Ant Farm,Up in the Attic,54.55,16,indie,Alternative Rock
2006,Alien Ant Farm,Up in the Attic,54.55,16,metal,Hard Rock
1984,Alien Sex Fiend,Acid Bath,44.98,8,indie,New Wave
1998,Alkaline Trio,Goddamnit,34.8,12,punk,Punk
2000,Alkaline Trio,Maybe I'll Catch Fire,35.18,10,punk,Punk
2001,Alkaline Trio,From Here to Infirmary,38.12,12,punk,Punk
2003,Alkaline Trio,Good Mourning,39.03,12,punk,Punk
2005,Alkaline Trio,Crimson,42.8,13,punk,Punk
2008,Alkaline Trio,Agony and Irony,39.75,11,punk,Punk
2010,Alkaline Trio,This Addiction,54.05,11,punk,Punk
1988,All About Eve,All About Eve,60.05,14,indie,Alternative Rock
1988,All About Eve,All About Eve,60.05,14,roots,Folk Rock
1997,All Out War,Truth In The Age Of Lies,49.2,11,punk,Hardcore
1998,All Out War,For Those Who Were Crucified,49.05,16,punk,Hardcore
2003,All Out War,Condemned to Suffer,38.62,12,metal,Metalcore
2003,All Out War,Condemned to Suffer,38.62,12,metal,Thrash
2003,All Out War,Condemned to Suffer,38.62,12,punk,Hardcore
2007,All Out War,Assassins in the House of God,38.05,11,metal,Heavy Metal
2007,All Out War,Assassins in the House of God,38.05,11,metal,Metalcore
2007,All Out War,Assassins in the House of God,38.05,11,metal,Thrash
2007,All Out War,Assassins in the House of God,38.05,11,punk,Hardcore
1994,All Saints,All Saints,58.71,10,indie,Indie Rock
2008,All Shall Perish,Awaken the Dreamers,35.93,12,metal,Death Metal
2008,All Shall Perish,Awaken the Dreamers,35.93,12,punk,Hardcore
2009,All Teeth,I Am Losing,23.62,13,punk,Hardcore
2002,All That Remains,Behind Silence And Solitude,39.9,8,metal,Heavy Metal
2004,All That Remains,This Darkened Heart,41.59,10,metal,Metalcore
2006,All That Remains,The Fall Of Ideals,39.08,11,metal,Metalcore
2008,All That Remains,Overcome,38.94,11,metal,Metalcore
2005,All Time Low,The Party Scene,39.68,13,punk,Pop Punk
2007,All Time Low,"So Wrong, It's Right",40.17,12,punk,Pop Punk
2007,All Time Low,"So Wrong, It's Right",40.17,12,punk,Punk
2009,All Time Low,Nothing Personal,41.05,12,indie,Pop Rock
2009,All Time Low,Nothing Personal,41.05,12,punk,Pop Punk
2009,All Time Low,Nothing Personal,41.05,12,punk,Punk
2009,All the Day Holiday,The Things We've Grown To Love,49.93,12,indie,Alternative Rock
1982,Allan Holdsworth,I.O.U.,39.35,8,classic,Prog Rock
1986,Allan Holdsworth,Atavachron,36.53,7,classic,Art Rock
2000,Allan Holdsworth,The Sixteen Men of Tain,44.45,8,classic,Art Rock
2000,Allan Holdsworth,The Sixteen Men of Tain,44.45,8,classic,Prog Rock
2005,Allele,Point of Origin,47.02,11,metal,Hard Rock
2005,Allele,Point of Origin,47.02,11,metal,Nu Metal
2002,Allister,Last Stop Suburbia,39.15,18,punk,Pop Punk
2002,Allister,Last Stop Suburbia,39.15,18,punk,Punk
2005,Allister,Before The Blackout,46.05,14,punk,Pop Punk
2005,Allister,Before The Blackout,46.05,14,punk,Punk
2004,Alter Bridge,One Day Remains,55.32,11,indie,Alternative Rock
2004,Alter Bridge,One Day Remains,55.32,11,metal,Hard Rock
2007,Alter Bridge,Blackbird,63.01,13,indie,Alternative Rock
2007,Alter Bridge,Blackbird,63.01,13,metal,Hard Rock
2010,Alter Bridge,AB III,65.6,14,indie,Alternative Rock
2010,Alter Bridge,AB III,65.6,14,metal,Hard Rock
2005,Amber Pacific,The Possibility and The Promise,40.93,12,indie,Indie Rock
2005,Amber Pacific,The Possibility and The Promise,40.93,12,punk,Punk
2007,Amber Pacific,Truth In Sincerity,38.73,19,indie,Alternative Rock
2010,Amber Pacific,Virtues,42.86,12,indie,Emo
2010,Amber Pacific,Virtues,42.86,12,punk,Pop Punk
1983,Amebix,No Sanctuary,26.58,7,punk,Punk
1985,Amebix,Arise!,60.98,9,metal,Heavy Metal
1985,Amebix,Arise!,60.98,9,punk,Hardcore
1985,Amebix,Arise!,60.98,9,punk,Punk
1999,Amen,Amen,42.73,14,indie,Alternative Rock
1999,Amen,Amen,42.73,14,metal,Heavy Metal
1999,Amen,Amen,42.73,14,punk,Punk
2000,Amen,We Have Come for Your Parents,44.0,14,indie,Alternative Rock
2000,Amen,We Have Come for Your Parents,44.0,14,metal,Hard Rock
2004,Amen,Death Before Musick,43.27,15,indie,Alternative Rock
2004,Amen,Death Before Musick,43.27,15,punk,Punk
1971,America,America,42.07,11,indie,Pop Rock
1971,America,America,42.07,11,roots,Soft Rock
1972,America,Homecoming,33.1,10,classic,Classic Rock
1972,America,Homecoming,33.1,10,roots,Folk Rock
1972,America,Homecoming,33.1,10,roots,Soft Rock
1999,American Football,American Football,40.87,9,indie,Alternative Rock
1999,American Football,American Football,40.87,9,indie,Emo
1999,American Football,American Football,40.87,9,indie,Indie Rock
1999,American Head Charge,Trepanation,61.8,14,metal,Nu Metal
2001,American Head Charge,The War Of Art,67.72,16,metal,Heavy Metal
2005,American Head Charge,The Feeding,41.68,11,indie,Alternative Rock
2005,American Head Charge,The Feeding,41.68,11,metal,Nu Metal
2000,American Hi-Fi,American Hi-Fi,48.9,13,indie,Alternative Rock
2000,American Hi-Fi,American Hi-Fi,48.9,13,indie,Pop Rock
2003,American Hi-Fi,The Art Of Losing,36.63,11,indie,Alternative Rock
2003,American Hi-Fi,The Art Of Losing,36.63,11,indie,Pop Rock
2003,American Hi-Fi,The Art Of Losing,36.63,11,punk,Punk
2005,American Hi-Fi,Hearts On Parade,38.25,11,indie,Pop Rock
2010,American Hi-Fi,Fight The Frequency,43.95,12,indie,Alternative Rock
2010,American Hi-Fi,Fight The Frequency,43.95,12,punk,Punk
2008,American Me,Heat,34.53,10,punk,Hardcore
2009,American Me,Siberian Nightmare Machine,30.52,10,punk,Hardcore
1988,American Music Club,California,38.83,12,indie,Alternative Rock
1991,American Music Club,Everclear,36.91,11,indie,Alternative Rock
1993,American Music Club,Mercury,49.17,14,indie,Alternative Rock
2001,American Nightmare,Background Music,23.12,11,punk,Hardcore
2001,American Nightmare,Background Music,23.12,11,punk,Punk
1999,American Steel,Rogue's March,36.83,13,punk,Punk
2007,American Steel,Destroy Their Future,34.83,12,punk,Punk
2005,Amos Lee,Amos Lee,35.7,11,indie,Indie Rock
2005,Amos Lee,Amos Lee,35.7,11,roots,Folk Rock
2006,Amos Lee,Supply And Demand,37.07,11,roots,Country Rock
2006,Amos Lee,Supply And Demand,37.07,11,roots,Folk Rock
2004,Amplifier,Amplifier,62.95,10,indie,Alternative Rock
2006,Amplifier,Insider,58.97,12,classic,Prog Rock
2006,Amplifier,Insider,58.97,12,metal,Hard Rock
2010,Amplifier,The Octopus,120.57,18,classic,Prog Rock
2010,Amplifier,The Octopus,120.57,18,classic,Space Rock
2010,Amplifier,The Octopus,120.57,18,indie,Alternative Rock
2004,Amusement Parks On Fire,Amusement Parks On Fire,43.18,9,indie,Alternative Rock
2004,Amusement Parks On Fire,Amusement Parks On Fire,43.18,9,indie,Shoegaze
2006,Amusement Parks On Fire,Out Of The Angeles,57.71,10,indie,Alternative Rock
2006,Amusement Parks On Fire,Out Of The Angeles,57.71,10,indie,Shoegaze
2007,Amy Macdonald,This Is The Life,38.98,10,roots,Folk Rock
2010,Amy Macdonald,A Curious Thing,50.28,14,indie,Pop Rock
2010,Amy Macdonald,A Curious Thing,50.28,14,roots,Soft Rock
2008,An Albatross,The An Albatross Family Album,29.53,9,classic,Psychedelic Rock
2008,An Albatross,The An Albatross Family Album,29.53,9,punk,Punk
2008,An Albatross,The An Albatross Family Album,29.53,9,roots,Rock & Roll
2003,An Embrace of Angels,'Ere January Be Unwintered,42.84,8,indie,Emo
2003,An Embrace of Angels,'Ere January Be Unwintered,42.84,8,punk,Hardcore
2003,An Embrace of Angels,'Ere January Be Unwintered,42.84,8,punk,Post-Hardcore
2009,An Endless Sporadic,An Endless Sporadic,32.95,9,classic,Prog Rock
2009,An Endless Sporadic,An Endless Sporadic,32.95,9,metal,Heavy Metal
2001,Anaal Nathrakh,The Codex Necro,46.08,9,metal,Black Metal
2001,Anaal Nathrakh,The Codex Necro,46.08,9,metal,Death Metal
2004,Anaal Nathrakh,Domine Non Es Dignus,41.42,10,metal,Black Metal
2004,Anaal Nathrakh,Domine Non Es Dignus,41.42,10,metal,Death Metal
2006,Anaal Nathrakh,Eschaton,35.37,9,metal,Black Metal
2006,Anaal Nathrakh,Eschaton,35.37,9,metal,Death Metal
2009,Anaal Nathrakh,In the Constellation of the Black Widow,34.52,10,metal,Black Metal
1988,Anacrusis,Suffering Hour,47.17,9,metal,Heavy Metal
1988,Anacrusis,Suffering Hour,47.17,9,metal,Thrash
1990,Anacrusis,Reason,63.78,12,metal,Thrash
1991,Anacrusis,Manic Impressions,52.83,10,metal,Progressive Metal
1991,Anacrusis,Manic Impressions,52.83,10,metal,Thrash
1993,Anacrusis,Screams and Whispers,62.2,12,classic,Prog Rock
1993,Anacrusis,Screams and Whispers,62.2,12,metal,Thrash
1998,Anal Cunt,Picnic of Love,31.77,11,roots,Folk Rock
2009,Anamanaguchi,Dawn Metropolis,26.1,7,punk,Punk
2010,Anarbor,The Words You Don't Swallow,37.58,11,indie,Alternative Rock
2002,Anathallo,Sparrows,37.53,7,indie,Indie Rock
2006,Anathallo,Floating World,54.48,14,indie,Indie Rock
2008,Anathallo,Canopy Glow,44.43,10,indie,Alternative Rock
1993,Anathema,Serenades,65.69,9,metal,Death Metal
1993,Anathema,Serenades,65.69,9,metal,Doom Metal
1995,Anathema,The Silent Enigma,54.53,9,metal,Death Metal
1995,Anathema,The Silent Enigma,54.53,9,metal,Doom Metal
1998,Anathema,Alternative 4,44.97,10,classic,Prog Rock
1998,Anathema,Alternative 4,44.97,10,indie,Alternative Rock
1999,Anathema,Judgement,54.3,13,classic,Prog Rock
1999,Anathema,Judgement,54.3,13,classic,Psychedelic Rock
1999,Anathema,Judgement,54.3,13,indie,Alternative Rock
2001,Anathema,A Fine Day to Exit,49.9,9,indie,Alternative Rock
2001,Anathema,A Fine Day to Exit,49.9,9,metal,Heavy Metal
2003,Anathema,A Natural Disaster,55.38,10,classic,Prog Rock
2003,Anathema,A Natural Disaster,55.38,10,indie,Alternative Rock
2008,Anathema,Hindsight,52.68,10,classic,Prog Rock
2010,Anathema,We're Here Because We're Here,58.03,10,classic,Prog Rock
2010,Anathema,We're Here Because We're Here,58.03,10,indie,Alternative Rock
2010,Anathema,We're Here Because We're Here,58.03,10,metal,Heavy Metal
2003,Anatomy of a Ghost,Evanesce,50.3,11,indie,Emo
2003,Anatomy of a Ghost,Evanesce,50.3,11,punk,Punk
2003,Anberlin,Blueprints for the Black Market,37.88,11,indie,Alternative Rock
2003,Anberlin,Blueprints for the Black Market,37.88,11,indie,Pop Rock
2003,Anberlin,Blueprints for the Black Market,37.88,11,punk,Punk
2005,Anberlin,Never Take Friendship Personal,39.27,11,indie,Alternative Rock
2005,Anberlin,Never Take Friendship Personal,39.27,11,indie,Pop Rock
2005,Anberlin,Never Take Friendship Personal,39.27,11,punk,Punk
2007,Anberlin,Cities,46.52,12,indie,Alternative Rock
2007,Anberlin,Cities,46.52,12,punk,Post-Hardcore
2008,Anberlin,New Surrender,44.93,12,indie,Alternative Rock
2008,Anberlin,New Surrender,44.93,12,indie,Pop Rock
2010,Anberlin,"Dark Is the Way, Light Is a Place",41.33,10,indie,Alternative Rock
2008,Ancestors,Neptune With Fire,38.47,2,classic,Prog Rock
2008,Ancestors,Neptune With Fire,38.47,2,classic,Psychedelic Rock
2008,Ancestors,Neptune With Fire,38.47,2,metal,Doom Metal
2008,Ancestors,Neptune With Fire,38.47,2,metal,Hard Rock
2008,Ancestors,Neptune With Fire,38.47,2,metal,Stoner Rock
2009,Ancestors,Of Sound Mind,71.5,8,classic,Prog Rock
2009,Ancestors,Of Sound Mind,71.5,8,classic,Psychedelic Rock
2009,Ancestors,Of Sound Mind,71.5,8,classic,Space Rock
2009,Ancestors,Of Sound Mind,71.5,8,metal,Doom Metal
2009,Ancestors,Of Sound Mind,71.5,8,metal,Hard Rock
2009,Ancestors,Of Sound Mind,71.5,8,metal,Stoner Rock
2009,Anchor and Braille,Felt,45.45,11,indie,Alternative Rock
2009,Anchor and Braille,Felt,45.45,11,indie,Indie Rock
1984,And Also The Trees,And Also the Trees,30.97,8,indie,New Wave
1984,And Also The Trees,And Also the Trees,30.97,8,punk,Post-Punk
1986,And Also The Trees,Virus Meadow,37.48,8,indie,New Wave
1988,And Also The Trees,The Millpond Years,47.8,11,indie,Indie Rock
2008,And Hell Followed With,Domain,34.22,10,metal,Death Metal
2008,And Hell Followed With,Domain,34.22,10,punk,Hardcore
