year,artist,title,rating,votes,album_length,tracks,avg_song_length,subgenre,style,country,city,state,state_pop
1979,Electric Light Orchestra,Discovery,3.37,152,38.98,9,4.33,classic,Classic Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1979,Electric Light Orchestra,Discovery,3.37,152,38.98,9,4.33,classic,Symphonic Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1979,Electric Light Orchestra,Discovery,3.37,152,38.98,9,4.33,indie,Pop Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1981,Electric Light Orchestra,Time,4.08,238,43.63,13,3.36,classic,Symphonic Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1983,Electric Light Orchestra,Secret Messages,2.88,80,71.93,10,7.19,classic,Symphonic Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1983,Electric Light Orchestra,Secret Messages,2.88,80,71.93,10,7.19,classic,Prog Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1983,Electric Light Orchestra,Secret Messages,2.88,80,71.93,10,7.19,indie,Pop Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1986,Electric Light Orchestra,Balance of Power,2.49,75,34.02,10,3.4,classic,Symphonic Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1986,Electric Light Orchestra,Balance of Power,2.49,75,34.02,10,3.4,indie,Pop Rock,United Kingdom,Birmingham,West Midlands (England),6021653
2001,Electric Light Orchestra,Zoom,2.44,55,43.57,13,3.35,classic,Prog Rock,United Kingdom,Birmingham,West Midlands (England),6021653
2001,Electric Light Orchestra,Zoom,2.44,55,43.57,13,3.35,indie,Pop Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1981,Electric Light Orchestra,Time,4.08,238,43.63,13,3.36,indie,Pop Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1977,Electric Light Orchestra,Out of the Blue,3.96,312,51.5,14,3.68,classic,Classic Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1973,Electric Light Orchestra,ELO 2,3.27,93,41.8,5,8.36,classic,Symphonic Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1976,Electric Light Orchestra,A New World Record,4.2,300,36.25,9,4.03,classic,Symphonic Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1971,Electric Light Orchestra,The Electric Light Orchestra,3.57,123,41.27,9,4.59,classic,Prog Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1971,Electric Light Orchestra,The Electric Light Orchestra,3.57,123,41.27,9,4.59,classic,Symphonic Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1973,Electric Light Orchestra,ELO 2,3.27,93,41.8,5,8.36,classic,Classic Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1973,Electric Light Orchestra,ELO 2,3.27,93,41.8,5,8.36,classic,Prog Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1976,Electric Light Orchestra,A New World Record,4.2,300,36.25,9,4.03,indie,Pop Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1973,Electric Light Orchestra,On the Third Day,3.71,108,57.37,8,7.17,classic,Symphonic Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1973,Electric Light Orchestra,On the Third Day,3.71,108,57.37,8,7.17,classic,Prog Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1974,Electric Light Orchestra,Eldorado,4.1,223,39.35,10,3.94,classic,Symphonic Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1975,Electric Light Orchestra,Face the Music,3.88,171,36.22,8,4.53,classic,Classic Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1975,Electric Light Orchestra,Face the Music,3.88,171,36.22,8,4.53,classic,Prog Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1975,Electric Light Orchestra,Face the Music,3.88,171,36.22,8,4.53,classic,Symphonic Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1975,Electric Light Orchestra,Face the Music,3.88,171,36.22,8,4.53,indie,Pop Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1976,Electric Light Orchestra,A New World Record,4.2,300,36.25,9,4.03,classic,Classic Rock,United Kingdom,Birmingham,West Midlands (England),6021653
1974,Electric Light Orchestra,Eldorado,4.1,223,39.35,10,3.94,classic,Art Rock,United Kingdom,Birmingham,West Midlands (England),6021653
2004,Electric Wizard,We Live,3.6,283,55.68,7,7.95,metal,Stoner Rock,United Kingdom,Wimborne Minster,South West (England),5764881
2010,Electric Wizard,Black Masses,3.55,446,59.15,8,7.39,classic,Psychedelic Rock,United Kingdom,Wimborne Minster,South West (England),5764881
2007,Electric Wizard,Witchcult Today,3.91,572,59.11,8,7.39,metal,Stoner Rock,United Kingdom,Wimborne Minster,South West (England),5764881
2010,Electric Wizard,Black Masses,3.55,446,59.15,8,7.39,metal,Doom Metal,United Kingdom,Wimborne Minster,South West (England),5764881
2004,Electric Wizard,We Live,3.6,283,55.68,7,7.95,metal,Doom Metal,United Kingdom,Wimborne Minster,South West (England),5764881
2007,Electric Wizard,Witchcult Today,3.91,572,59.11,8,7.39,metal,Doom Metal,United Kingdom,Wimborne Minster,South West (England),5764881
2002,Electric Wizard,Let Us Prey,3.39,296,43.82,6,7.3,metal,Doom Metal,United Kingdom,Wimborne Minster,South West (England),5764881
2000,Electric Wizard,Dopethrone,4.31,1831,71.17,10,7.12,metal,Doom Metal,United Kingdom,Wimborne Minster,South West (England),5764881
1997,Electric Wizard,Come My Fanatics...,4.19,835,50.72,6,8.45,metal,Doom Metal,United Kingdom,Wimborne Minster,South West (England),5764881
1994,Electric Wizard,Electric Wizard,3.61,351,47.4,8,5.92,metal,Stoner Rock,United Kingdom,Wimborne Minster,South West (England),5764881
1994,Electric Wizard,Electric Wizard,3.61,351,47.4,8,5.92,metal,Doom Metal,United Kingdom,Wimborne Minster,South West (England),5764881
2002,Electric Wizard,Let Us Prey,3.39,296,43.82,6,7.3,metal,Stoner Rock,United Kingdom,Wimborne Minster,South West (England),5764881
1991,Electronic,Electronic,3.72,41,47.28,10,4.73,indie,Indie Rock,United Kingdom,Manchester,North West (England),7516113
2010,Ellie Goulding,Lights,3.4,291,36.95,10,3.7,indie,Pop Rock,United Kingdom,Hereford,West Midlands (England),6021653
2008,Elliot Minor,Elliot Minor,3.04,39,46.23,11,4.2,indie,Indie Rock,United Kingdom,York,Yorkshire and The Humber,5541262
2008,Elliot Minor,Elliot Minor,3.04,39,46.23,11,4.2,indie,Alternative Rock,United Kingdom,York,Yorkshire and The Humber,5541262
1993,Elton John,Duets,2.11,31,74.15,16,4.63,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1984,Elton John,Breaking Hearts,2.3,37,40.68,10,4.07,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1985,Elton John,Ice on Fire,2.05,38,44.82,10,4.48,roots,Soft Rock,United Kingdom,Pinner,London,8855333
1986,Elton John,Leather Jackets,1.5,44,46.26,11,4.21,classic,Classic Rock,United Kingdom,Pinner,London,8855333
1988,Elton John,Reg Strikes Back,2.54,48,41.53,10,4.15,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1989,Elton John,Sleeping with the Past,2.9,40,47.72,10,4.77,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1989,Elton John,Sleeping with the Past,2.9,40,47.72,10,4.77,roots,Soft Rock,United Kingdom,Pinner,London,8855333
1992,Elton John,The One,2.99,37,58.1,11,5.28,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1993,Elton John,Duets,2.11,31,74.15,16,4.63,roots,Soft Rock,United Kingdom,Pinner,London,8855333
2001,Elton John,Songs from the West Coast,3.51,66,54.1,12,4.51,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1995,Elton John,Made in England,3.1,47,52.65,11,4.79,indie,Pop Rock,United Kingdom,Pinner,London,8855333
2001,Elton John,Songs from the West Coast,3.51,66,54.1,12,4.51,classic,Symphonic Rock,United Kingdom,Pinner,London,8855333
1983,Elton John,Too Low For Zero,3.4,78,43.95,10,4.4,indie,Pop Rock,United Kingdom,Pinner,London,8855333
2001,Elton John,Songs from the West Coast,3.51,66,54.1,12,4.51,roots,Soft Rock,United Kingdom,Pinner,London,8855333
2004,Elton John,Peachtree Road,2.65,36,52.02,12,4.34,indie,Pop Rock,United Kingdom,Pinner,London,8855333
2004,Elton John,Peachtree Road,2.65,36,52.02,12,4.34,roots,Country Rock,United Kingdom,Pinner,London,8855333
2004,Elton John,Peachtree Road,2.65,36,52.02,12,4.34,roots,Rock & Roll,United Kingdom,Pinner,London,8855333
2006,Elton John,The Captain and The Kid,3.34,66,45.98,10,4.6,indie,Pop Rock,United Kingdom,Pinner,London,8855333
2006,Elton John,The Captain and The Kid,3.34,66,45.98,10,4.6,roots,Rock & Roll,United Kingdom,Pinner,London,8855333
1995,Elton John,Made in England,3.1,47,52.65,11,4.79,classic,Symphonic Rock,United Kingdom,Pinner,London,8855333
1982,Elton John,Jump Up!,2.44,39,42.08,10,4.21,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1985,Elton John,Ice on Fire,2.05,38,44.82,10,4.48,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1981,Elton John,The Fox,2.69,39,45.3,9,5.03,classic,Classic Rock,United Kingdom,Pinner,London,8855333
1969,Elton John,Empty Sky,3.14,77,54.99,9,6.11,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1981,Elton John,The Fox,2.69,39,45.3,9,5.03,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1970,Elton John,Tumbleweed Connection,4.0,202,46.88,10,4.69,roots,Soft Rock,United Kingdom,Pinner,London,8855333
1971,Elton John,Madman Across the Water,4.13,278,45.13,9,5.01,classic,Classic Rock,United Kingdom,Pinner,London,8855333
1971,Elton John,Madman Across the Water,4.13,278,45.13,9,5.01,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1972,Elton John,Honky Château,3.99,251,45.2,10,4.52,classic,Classic Rock,United Kingdom,Pinner,London,8855333
1972,Elton John,Honky Château,3.99,251,45.2,10,4.52,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1973,Elton John,Don't Shoot Me I'm Only the Piano Player,3.69,161,42.57,10,4.26,classic,Classic Rock,United Kingdom,Pinner,London,8855333
1973,Elton John,Don't Shoot Me I'm Only the Piano Player,3.69,161,42.57,10,4.26,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1973,Elton John,Goodbye Yellow Brick Road,4.22,538,76.53,18,4.25,classic,Classic Rock,United Kingdom,Pinner,London,8855333
1970,Elton John,Elton John,3.93,180,39.4,10,3.94,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1973,Elton John,Goodbye Yellow Brick Road,4.22,538,76.53,18,4.25,roots,Country Rock,United Kingdom,Pinner,London,8855333
1973,Elton John,Goodbye Yellow Brick Road,4.22,538,76.53,18,4.25,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1978,Elton John,A Single Man,2.88,53,48.83,11,4.44,roots,Soft Rock,United Kingdom,Pinner,London,8855333
1978,Elton John,A Single Man,2.88,53,48.83,11,4.44,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1976,Elton John,Blue Moves,3.34,75,83.57,18,4.64,roots,Soft Rock,United Kingdom,Pinner,London,8855333
1980,Elton John,21 at 33,2.51,38,42.68,9,4.74,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1975,Elton John,Rock of the Westies,3.31,68,43.92,9,4.88,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1975,Elton John,Captain Fantastic and the Brown Dirt Cowboy,4.08,209,45.28,10,4.53,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1974,Elton John,Caribou,3.37,107,45.25,10,4.53,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1976,Elton John,Blue Moves,3.34,75,83.57,18,4.64,indie,Pop Rock,United Kingdom,Pinner,London,8855333
1996,Elvis Costello,All This Useless Beauty,3.06,26,48.35,12,4.03,indie,Pop Rock,United Kingdom,London,London,8855333
1989,Elvis Costello,Spike,3.1,47,60.35,14,4.31,indie,Alternative Rock,United Kingdom,London,London,8855333
1989,Elvis Costello,Spike,3.1,47,60.35,14,4.31,roots,Rock & Roll,United Kingdom,London,London,8855333
1991,Elvis Costello,Mighty Like A Rose,2.64,38,54.38,14,3.88,indie,Pop Rock,United Kingdom,London,London,8855333
1994,Elvis Costello,Brutal Youth,3.12,44,57.23,15,3.82,indie,Alternative Rock,United Kingdom,London,London,8855333
1995,Elvis Costello,Kojak Variety,2.1,21,53.5,15,3.57,indie,Pop Rock,United Kingdom,London,London,8855333
1996,Elvis Costello,All This Useless Beauty,3.06,26,48.35,12,4.03,classic,Art Rock,United Kingdom,London,London,8855333
2002,Elvis Costello,When I Was Cruel,3.64,37,62.82,15,4.19,indie,Alternative Rock,United Kingdom,London,London,8855333
2008,Elvis Costello,Momofuku,3.25,24,47.2,12,3.93,indie,Pop Rock,United Kingdom,London,London,8855333
2004,Elvis Costello,The Delivery Man,3.0,29,52.9,13,4.07,indie,Alternative Rock,United Kingdom,London,London,8855333
2004,Elvis Costello,The Delivery Man,3.0,29,52.9,13,4.07,roots,Country Rock,United Kingdom,London,London,8855333
2006,Elvis Costello,The River In Reverse,3.52,20,52.8,13,4.06,indie,Alternative Rock,United Kingdom,London,London,8855333
2008,Elvis Costello,Momofuku,3.25,24,47.2,12,3.93,roots,Rock & Roll,United Kingdom,London,London,8855333
2009,Elvis Costello,"Secret, Profane and Sugarcane",2.79,33,50.85,13,3.91,indie,Alternative Rock,United Kingdom,London,London,8855333
