artist,country
Bloodhound Gang,United States
Necros,United States
Manic Street Preachers,United Kingdom
Autopilot Off,United States
Exodus,United States
Goldfinger,United States
Carcass,United Kingdom
Morphine,United States
Genesis,United Kingdom
Terror,United States
Sublime,United States
Bane,United States
Staind,United States
Alice Cooper,United States
10 Years,United States
NOFX,United States
Aerosmith,United States
Overkill,United States
Shellac,United States
The Bled,United States
Death Cab for Cutie,United States
Neurosis,United States
Motion City Soundtrack,United States
Alice Cooper,United States
Fear Factory,United States
The Get Up Kids,United States
Minus the Bear,United States
Meat Puppets,United States
The Black Crowes,United States
Gorilla Biscuits,United States
ZOX,United States
Judas Priest,United Kingdom
Leviathan,United States
Cold,United States
Doves,United Kingdom
George Harrison,United Kingdom
Saxon,United Kingdom
Simon and Garfunkel,United States
The Black Dahlia Murder,United States
Jane's Addiction,United States
Nuclear Assault,United States
From Autumn to Ashes,United States
Supergrass,United Kingdom
Nuclear Assault,United States
Anthrax,United States
A Wilhelm Scream,United States
Anathema,United Kingdom
Marillion,United Kingdom
Sausage,United States
The Queers,United States
Trivium,United States
Vendetta Red,United States
3 Doors Down,United States
OK Go,United States
Deicide,United States
Cake,United States
Against Me!,United States
Between the Buried and Me,United States
Joe Satriani,United States
Napalm Death,United Kingdom
Eric Johnson,United States
Napalm Death,United Kingdom
Megadeth,United States
Marilyn Manson,United States
PJ Harvey,United Kingdom
Candiria,United States
Bruce Dickinson,United Kingdom
Suffocation,United States
Aqualung,United Kingdom
The Rolling Stones,United Kingdom
Matchbox Twenty,United States
He Is Legend,United States
Editors,United Kingdom
Cathedral,United Kingdom
Armored Saint,United States
Unwritten Law,United States
The Magic Numbers,United Kingdom
Against Me!,United States
3 Doors Down,United States
Strung Out,United States
Simon and Garfunkel,United States
Dio,United States
36 Crazyfists,United States
Matchbox Twenty,United States
Stiff Little Fingers,United Kingdom
The Subways,United Kingdom
Modern Life Is War,United States
Manowar,United States
Switchfoot,United States
Bruce Springsteen,United States
Ozzy Osbourne,United Kingdom
Tantric,United States
Cathedral,United Kingdom
Vehemence,United States
Nuclear Assault,United States
Paul McCartney,United Kingdom
Circa Survive,United States
Reuben,United Kingdom
Napalm Death,United Kingdom
Stereophonics,United Kingdom
Bloodhound Gang,United States
Norma Jean,United States
Aerosmith,United States
The Unseen,United States
Bloc Party,United Kingdom
They Might Be Giants,United States
Venom,United Kingdom
DevilDriver,United States
Los Lonely Boys,United States
Disturbed,United States
Van Morrison,United Kingdom
Korn,United States
Bad Religion,United States
Porcupine Tree,United Kingdom
Queen,United Kingdom
Zebrahead,United States
Placebo,United Kingdom
Super Furry Animals,United Kingdom
At All Cost,United States
Marvelous 3,United States
God Forbid,United States
Pink Floyd,United Kingdom
Talking Heads,United States
Panic! at the Disco,United States
The Afghan Whigs,United States
Richard Hell and The Voidoids,United States
Neon Blonde,United States
YOB,United States
High on Fire,United States
Botch,United States
Jethro Tull,United Kingdom
Gin Blossoms,United States
Ween,United States
Chimaira,United States
Goldfinger,United States
Franz Ferdinand,United Kingdom
Ween,United States
Ween,United States
Marilyn Manson,United States
Saliva,United States
Beecher,United Kingdom
Genesis,United Kingdom
Mott The Hoople,United Kingdom
Aiden,United States
Pinback,United States
Violent Femmes,United States
The Snake The Cross The Crown,United States
The Postal Service,United States
Jellyfish,United States
Tortoise,United States
Michelle Branch,United States
Jefferson Airplane,United States
Sham 69,United Kingdom
King Crimson,United Kingdom
Agalloch,United States
Gene Simmons,United States
Ozzy Osbourne,United Kingdom
Beck,United States
Stiff Little Fingers,United Kingdom
Caroline's Spine,United States
Bon Jovi,United States
The Cure,United Kingdom
John 5,United States
Lamb of God,United States
Agnostic Front,United States
Tony Iommi,United Kingdom
Sevendust,United States
Black Flag,United States
Burn the Priest,United States
Soulfly,United States
Testament,United States
Terror,United States
Allister,United States
The Smashing Pumpkins,United States
Element Eighty,United States
Chasing Victory,United States
Nightmare Of You,United States
Neutral Milk Hotel,United States
Ten Years After,United Kingdom
Thrice,United States
Converge,United States
Remy Zero,United States
Hole,United States
The Mooney Suzuki,United States
Goo Goo Dolls,United States
Nick Drake,United Kingdom
HORSE the band,United States
The Spill Canvas,United States
The Rolling Stones,United Kingdom
Syd Barrett,United Kingdom
Alice Cooper,United States
Story of the Year,United States
Live,United States
Story of the Year,United States
David Bowie,United Kingdom
Demon Hunter,United States
R.E.M.,United States
Sabbat,United Kingdom
Testament,United States
Joe Satriani,United States
Yellowcard,United States
Dave Matthews Band,United States
Genesis,United Kingdom
Elton John,United Kingdom
Traffic,United Kingdom
"Crosby, Stills, Nash and Young",United States
The Number Twelve Looks Like You,United States
Shinedown,United States
The Starting Line,United States
Grandaddy,United States
KT Tunstall,United Kingdom
Coal Chamber,United States
Manic Street Preachers,United Kingdom
Chris Cornell,United States
Sleep,United States
Carcass,United Kingdom
The Cure,United Kingdom
Lagwagon,United States
Blur,United Kingdom
No Doubt,United States
American Head Charge,United States
My Vitriol,United Kingdom
Vanessa Carlton,United States
Sparklehorse,United States
Swarm of the Lotus,United States
R.E.M.,United States
Lars Frederiksen and the Bastards,United States
Sonic Youth,United States
"Emerson, Lake and Palmer",United Kingdom
The Jesus Lizard,United States
Fates Warning,United States
Butthole Surfers,United States
Exodus,United States
Novembers Doom,United States
Sparklehorse,United States
Demon Hunter,United States
Billy Joel,United States
Dinosaur Jr.,United States
Frank Zappa,United States
System of a Down,United States
DevilDriver,United States
Kid Rock,United States
Aerosmith,United States
Queen,United Kingdom
Queen,United Kingdom
John Petrucci,United States
Green Day,United States
NOFX,United States
Against All Authority,United States
Gospel,United States
Lovedrug,United States
Jethro Tull,United Kingdom
Small Faces,United Kingdom
Marilyn Manson,United States
of Montreal,United States
pg.99,United States
As Cities Burn,United States
of Montreal,United States
Kate Bush,United Kingdom
Bloodsimple,United States
Vital Remains,United States
George Michael,United Kingdom
My Dying Bride,United Kingdom
The Who,United Kingdom
Kamelot,United States
As the Sun Sets,United States
Tortoise,United States
Patti Smith,United States
John Martyn,United Kingdom
Evanescence,United States
Quicksilver Messenger Service,United States
The Suicide Machines,United States
No Doubt,United States
Sunn O))),United States
The Dandy Warhols,United States
Pulp,United Kingdom
Ben Folds Five,United States
Ben Folds Five,United States
Ben Folds,United States
Kyuss,United States
The Fray,United States
Slayer,United States
Ben Folds,United States
The Who,United Kingdom
The Dandy Warhols,United States
Marcy Playground,United States
Korn,United States
Pulp,United Kingdom
Brazil,United States
Modest Mouse,United States
Queens of the Stone Age,United States
Dave Matthews Band,United States
Lindsay Lohan,United States
The Sea And Cake,United States
Kyuss,United States
Dinosaur Jr.,United States
The Sea And Cake,United States
Sunn O))),United States
Alice in Chains,United States
Helmet,United States
Cat Stevens,United Kingdom
Soilent Green,United States
The Sea And Cake,United States
They Might Be Giants,United States
Pearl Jam,United States
They Might Be Giants,United States
The Police,United Kingdom
Less Than Jake,United States
Pavement,United States
Gizmachi,United States
Demon Hunter,United States
Cat Power,United States
Soundgarden,United States
Ministry,United States
Anal Cunt,United States
Chevelle,United States
Toad The Wet Sprocket,United States
Matchbook Romance,United States
Genesis,United Kingdom
Bright Eyes,United States
Hot Water Music,United States
Cat Power,United States
Cat Stevens,United Kingdom
Cat Stevens,United Kingdom
Cat Stevens,United Kingdom
Cat Stevens,United Kingdom
Nine Black Alps,United Kingdom
L.A. Guns,United States
Iron Maiden,United Kingdom
Fort Minor,United States
Death,United States
Death,United States
Death,United States
Boysetsfire,United States
Boysetsfire,United States
Combatwoundedveteran,United States
Journey,United States
Still Remains,United States
Dropkick Murphys,United States
The Flaming Lips,United States
The Flaming Lips,United States
Hot Water Music,United States
Wilco,United States
P.O.D.,United States
Drive Like Jehu,United States
Fuel,United States
Animal Collective,United States
Red Hot Chili Peppers,United States
June,United States
Sick of It All,United States
Pennywise,United States
Pulp,United Kingdom
Pulp,United Kingdom
Pulp,United Kingdom
Old Man Gloom,United States
Calexico,United States
Calexico,United States
Ryan Adams,United States
Project 86,United States
Butch Walker,United States
Rise Against,United States
With Honor,United States
Tsunami Bomb,United States
Dead To Fall,United States
Jeff Beck,United Kingdom
The Dresden Dolls,United States
As I Lay Dying,United States
Elvis Costello,United Kingdom
Elvis Costello,United Kingdom
Elvis Costello,United Kingdom
Elvis Costello,United Kingdom
Elvis Costello,United Kingdom
Deerhoof,United States
Gang of Four,United Kingdom
Jeff Beck,United Kingdom
The Byrds,United States
The Byrds,United States
The Byrds,United States
The Byrds,United States
The Byrds,United States
The Byrds,United States
The Byrds,United States
The Byrds,United States
Dope,United States
Dope,United States
Anberlin,United States
Big Star,United States
Hawkwind,United Kingdom
Clap Your Hands Say Yeah,United States
Rufio,United States
New Found Glory,United States
Bob Dylan,United States
Bob Dylan,United States
Bob Dylan,United States
Bob Dylan,United States
Bob Dylan,United States
Bob Dylan,United States
Bob Dylan,United States
Bob Dylan,United States
Bob Dylan,United States
Bob Dylan,United States
Bob Dylan,United States
Bob Dylan,United States
Bob Dylan,United States
Bob Dylan,United States
Pulp,United Kingdom
Love,United States
Soft Machine,United Kingdom
Super Furry Animals,United Kingdom
Cannibal Corpse,United States
Cannibal Corpse,United States
Cannibal Corpse,United States
Cannibal Corpse,United States
Cannibal Corpse,United States
Cannibal Corpse,United States
Cannibal Corpse,United States
